               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.039655,            0.052672,                   0,             0.84705,             0.70759,             0.83439,             0.51348,            0.039948,            0.071206,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.039404,            0.050713,                   0,             0.85863,             0.73383,             0.84459,             0.51839,            0.040095,            0.068288,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.039671,            0.052946,                   0,              0.8319,             0.72259,             0.84097,             0.51081,             0.04013,            0.070027,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.040052,            0.053236,                   0,               0.841,             0.73383,             0.84711,             0.51153,            0.040355,            0.068209,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.039231,            0.051899,                   0,             0.83265,             0.70103,             0.82508,             0.51606,            0.040069,            0.072942,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.039249,            0.049024,                   0,             0.82464,             0.73758,             0.84347,             0.52028,            0.040038,            0.069596,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.039085,            0.051337,                   0,             0.84994,             0.70072,             0.83374,             0.51094,            0.040666,            0.071903,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.039565,            0.052288,                   0,             0.84268,              0.7254,             0.83557,             0.51011,             0.04021,            0.071675,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.039848,            0.053955,                   0,             0.84502,             0.72165,             0.84558,             0.51674,            0.039914,            0.069457,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.039312,            0.051438,                   0,             0.84738,             0.73102,             0.84299,             0.52221,            0.039612,            0.068441,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.039439,            0.049573,                   0,             0.84487,             0.72446,             0.84119,             0.52009,            0.039886,            0.070278,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.039831,            0.051846,                   0,             0.84711,             0.74977,             0.85559,             0.52489,            0.039576,             0.06691,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.039573,            0.053476,                   0,             0.87058,             0.70384,             0.83045,             0.50834,            0.040861,            0.071734,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.038985,            0.050809,                   0,              0.8542,             0.73028,             0.84976,             0.52953,            0.039692,            0.068065,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.039317,            0.051579,                   0,             0.85112,             0.72865,             0.84279,             0.51706,            0.040068,            0.068725,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.039419,            0.050232,                   0,             0.88533,             0.70197,             0.84258,             0.51458,            0.039914,            0.069956,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.039861,            0.053422,                   0,             0.82135,              0.7507,             0.84708,             0.52435,             0.03964,            0.068179,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.039431,            0.050662,                   0,             0.82496,              0.7254,             0.84153,             0.52183,            0.039811,            0.069525,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.039139,            0.050029,                   0,             0.82831,             0.72821,             0.83413,             0.51576,            0.040273,            0.069754,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.039197,            0.052759,                   0,             0.85955,             0.67854,             0.82338,             0.50901,            0.040357,            0.074153,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.039145,            0.051389,                   0,             0.84369,             0.73102,             0.84699,               0.522,            0.039659,            0.068652,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.039695,            0.053401,                   0,             0.82888,             0.71725,             0.83073,             0.51419,            0.040224,            0.072923,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.039146,            0.050031,                   0,             0.85434,             0.71462,             0.83843,             0.52257,            0.039996,             0.07105,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.038659,            0.052599,                   0,               0.861,             0.71406,              0.8448,             0.52892,            0.039373,            0.069516,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.037912,            0.052417,                   0,             0.82984,             0.73946,             0.84338,             0.52406,            0.039924,            0.069033,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.039269,             0.05154,                   0,             0.84791,             0.73673,             0.85119,              0.5269,            0.039393,            0.067515,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.038877,            0.051068,                   0,             0.85584,              0.7122,             0.84162,             0.52263,              0.0395,            0.070212,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.039267,            0.051642,                   0,             0.86667,             0.68838,             0.82759,             0.51887,            0.039729,            0.073046,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.039821,            0.051513,                   0,             0.84203,             0.71937,             0.83844,             0.51354,            0.039851,            0.070517,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,             0.03911,            0.053819,                   0,             0.84555,             0.71696,             0.84128,             0.52587,            0.039574,             0.06928,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.038501,            0.051399,                   0,             0.84192,             0.72634,             0.84508,             0.51808,            0.039781,            0.068661,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.038993,             0.05052,                   0,             0.80238,             0.71917,             0.83187,             0.51091,            0.040079,            0.073728,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.038653,            0.049945,                   0,             0.85565,             0.71662,             0.84382,              0.5213,            0.039607,            0.069098,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,             0.03879,            0.051964,                   0,             0.83264,             0.71228,             0.83382,             0.51996,            0.039663,            0.073063,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.038436,            0.050394,                   0,              0.8587,             0.71197,             0.84141,             0.51847,            0.039688,            0.070945,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.038858,             0.05039,                   0,             0.84091,             0.72915,             0.85013,              0.5291,            0.039321,            0.068578,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.038437,            0.050422,                   0,             0.84618,              0.7218,             0.84587,             0.52418,            0.039559,            0.069223,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.038197,            0.050945,                   0,             0.84802,             0.71321,             0.84484,             0.52033,            0.039538,            0.070089,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.038952,            0.052365,                   0,             0.84061,              0.7254,             0.84546,              0.5231,            0.039706,            0.069584,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,             0.03879,            0.050387,                   0,             0.85607,             0.71603,             0.84188,             0.51968,            0.039865,            0.070509,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.039608,            0.052686,                   0,             0.85152,             0.71603,             0.84369,              0.5239,            0.039644,            0.070078,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.038519,            0.052506,                   0,             0.83832,             0.72821,             0.84656,              0.5235,            0.039714,            0.069208,                   0,            0.000199,            0.000199,            0.000199
